DATE,M2USEV,M2USEW,M2US000,M2USVOE,M5USIDY,M2NAUSQL,M05JUS0
08/08/1996,#N/A N/A,606.36,200.71,#N/A N/A,#N/A N/A,276.82,#N/A N/A
09/08/1996,#N/A N/A,606.74,199.69,#N/A N/A,#N/A N/A,274.77,#N/A N/A
12/08/1996,#N/A N/A,609.98,201.38,#N/A N/A,#N/A N/A,277.26,#N/A N/A
13/08/1996,#N/A N/A,605.24,200.05,#N/A N/A,#N/A N/A,274.68,#N/A N/A
14/08/1996,#N/A N/A,608.29,200.62,#N/A N/A,#N/A N/A,275.62,#N/A N/A
15/08/1996,#N/A N/A,608.45,200.69,#N/A N/A,#N/A N/A,275.43,#N/A N/A
16/08/1996,#N/A N/A,611.78,201.46,#N/A N/A,#N/A N/A,276.02,#N/A N/A
19/08/1996,#N/A N/A,613.82,201.92,#N/A N/A,#N/A N/A,276.51,#N/A N/A
20/08/1996,#N/A N/A,614.19,201.75,#N/A N/A,#N/A N/A,275.94,#N/A N/A
21/08/1996,#N/A N/A,613.8,201.46,#N/A N/A,#N/A N/A,275.32,#N/A N/A
22/08/1996,#N/A N/A,618.99,203.35,#N/A N/A,#N/A N/A,278.16,#N/A N/A
23/08/1996,#N/A N/A,616.01,202.44,#N/A N/A,#N/A N/A,276.52,#N/A N/A
26/08/1996,#N/A N/A,614.65,202.03,#N/A N/A,#N/A N/A,275.3,#N/A N/A
27/08/1996,#N/A N/A,617.08,202.77,#N/A N/A,#N/A N/A,276.54,#N/A N/A
28/08/1996,#N/A N/A,616.31,202.04,#N/A N/A,#N/A N/A,276.06,#N/A N/A
29/08/1996,#N/A N/A,611.11,199.61,#N/A N/A,#N/A N/A,272.7,#N/A N/A
30/08/1996,#N/A N/A,607.59,197.51,#N/A N/A,#N/A N/A,270.5,#N/A N/A
02/09/1996,#N/A N/A,607.6,197.51,#N/A N/A,#N/A N/A,270.51,#N/A N/A
03/09/1996,#N/A N/A,608.13,198.34,#N/A N/A,#N/A N/A,271.83,#N/A N/A
04/09/1996,#N/A N/A,608.89,198.49,#N/A N/A,#N/A N/A,272.65,#N/A N/A
05/09/1996,#N/A N/A,603.17,196.27,#N/A N/A,#N/A N/A,269.65,#N/A N/A
06/09/1996,#N/A N/A,609.04,198.86,#N/A N/A,#N/A N/A,272.9,#N/A N/A
09/09/1996,#N/A N/A,615.34,201.41,#N/A N/A,#N/A N/A,276.62,#N/A N/A
10/09/1996,#N/A N/A,614.98,201.9,#N/A N/A,#N/A N/A,277.25,#N/A N/A
11/09/1996,#N/A N/A,618.29,202.79,#N/A N/A,#N/A N/A,277.73,#N/A N/A
12/09/1996,#N/A N/A,621.76,204.45,#N/A N/A,#N/A N/A,279.72,#N/A N/A
13/09/1996,#N/A N/A,628.53,207.76,#N/A N/A,#N/A N/A,284.98,#N/A N/A
16/09/1996,#N/A N/A,631.51,208.58,#N/A N/A,#N/A N/A,286.58,#N/A N/A
17/09/1996,#N/A N/A,629.66,207.53,#N/A N/A,#N/A N/A,287.36,#N/A N/A
18/09/1996,#N/A N/A,628.55,207.1,#N/A N/A,#N/A N/A,287.45,#N/A N/A
19/09/1996,#N/A N/A,629.62,207.8,#N/A N/A,#N/A N/A,288.91,#N/A N/A
20/09/1996,#N/A N/A,633.01,209.06,#N/A N/A,#N/A N/A,289.98,#N/A N/A
23/09/1996,#N/A N/A,632.07,209.14,#N/A N/A,#N/A N/A,289.32,#N/A N/A
24/09/1996,#N/A N/A,632.36,209.16,#N/A N/A,#N/A N/A,289.53,#N/A N/A
25/09/1996,#N/A N/A,632.72,210,#N/A N/A,#N/A N/A,289.96,#N/A N/A
26/09/1996,#N/A N/A,632.54,210.9,#N/A N/A,#N/A N/A,290.11,#N/A N/A
27/09/1996,#N/A N/A,633.16,210.53,#N/A N/A,#N/A N/A,289.71,#N/A N/A
30/09/1996,#N/A N/A,634.4,210.88,#N/A N/A,#N/A N/A,289.81,#N/A N/A
01/10/1996,#N/A N/A,635.04,211.32,#N/A N/A,#N/A N/A,290.05,#N/A N/A
02/10/1996,#N/A N/A,638.64,212.81,#N/A N/A,#N/A N/A,292.01,#N/A N/A
03/10/1996,#N/A N/A,637.88,213.03,#N/A N/A,#N/A N/A,291.77,#N/A N/A
04/10/1996,#N/A N/A,643.87,216.03,#N/A N/A,#N/A N/A,295.07,#N/A N/A
07/10/1996,#N/A N/A,644.47,216.04,#N/A N/A,#N/A N/A,295.76,#N/A N/A
08/10/1996,#N/A N/A,641.96,215.04,#N/A N/A,#N/A N/A,294.11,#N/A N/A
09/10/1996,#N/A N/A,638.15,213.79,#N/A N/A,#N/A N/A,291.94,#N/A N/A
10/10/1996,#N/A N/A,637.15,213.2,#N/A N/A,#N/A N/A,291.43,#N/A N/A
11/10/1996,#N/A N/A,641.21,215.46,#N/A N/A,#N/A N/A,295.25,#N/A N/A
14/10/1996,#N/A N/A,642.43,216.77,#N/A N/A,#N/A N/A,297.15,#N/A N/A
15/10/1996,#N/A N/A,641.47,216.58,#N/A N/A,#N/A N/A,296.89,#N/A N/A
16/10/1996,#N/A N/A,643.05,216.41,#N/A N/A,#N/A N/A,297.26,#N/A N/A
17/10/1996,#N/A N/A,645.56,217.8,#N/A N/A,#N/A N/A,298.28,#N/A N/A
18/10/1996,#N/A N/A,648.4,218.93,#N/A N/A,#N/A N/A,299.45,#N/A N/A
21/10/1996,#N/A N/A,648.22,218.75,#N/A N/A,#N/A N/A,297.64,#N/A N/A
22/10/1996,#N/A N/A,644.66,217.64,#N/A N/A,#N/A N/A,295.69,#N/A N/A
23/10/1996,#N/A N/A,643.8,217.44,#N/A N/A,#N/A N/A,296.1,#N/A N/A
24/10/1996,#N/A N/A,641.01,216.7,#N/A N/A,#N/A N/A,294.03,#N/A N/A
25/10/1996,#N/A N/A,640.88,215.46,#N/A N/A,#N/A N/A,291.94,#N/A N/A
28/10/1996,#N/A N/A,636.88,213.78,#N/A N/A,#N/A N/A,290.05,#N/A N/A
29/10/1996,#N/A N/A,639.57,215.44,#N/A N/A,#N/A N/A,291.15,#N/A N/A
30/10/1996,#N/A N/A,640.31,215.46,#N/A N/A,#N/A N/A,290.84,#N/A N/A
31/10/1996,#N/A N/A,643.72,217.43,#N/A N/A,#N/A N/A,293.91,#N/A N/A
01/11/1996,#N/A N/A,643.32,216.61,#N/A N/A,#N/A N/A,293.24,#N/A N/A
04/11/1996,#N/A N/A,646.03,217.7,#N/A N/A,#N/A N/A,294.92,#N/A N/A
05/11/1996,#N/A N/A,651.39,220.21,#N/A N/A,#N/A N/A,298.56,#N/A N/A
06/11/1996,#N/A N/A,658.94,223.73,#N/A N/A,#N/A N/A,304.91,#N/A N/A
07/11/1996,#N/A N/A,660.9,224.98,#N/A N/A,#N/A N/A,306.88,#N/A N/A
08/11/1996,#N/A N/A,663.91,226.15,#N/A N/A,#N/A N/A,308.84,#N/A N/A
11/11/1996,#N/A N/A,665.03,225.97,#N/A N/A,#N/A N/A,309.54,#N/A N/A
12/11/1996,#N/A N/A,665.93,225.19,#N/A N/A,#N/A N/A,306.64,#N/A N/A
13/11/1996,#N/A N/A,666.61,226.24,#N/A N/A,#N/A N/A,307.9,#N/A N/A
14/11/1996,#N/A N/A,670.17,227.73,#N/A N/A,#N/A N/A,310.7,#N/A N/A
15/11/1996,#N/A N/A,671.61,227.83,#N/A N/A,#N/A N/A,310.98,#N/A N/A
18/11/1996,#N/A N/A,670.68,227.15,#N/A N/A,#N/A N/A,310.11,#N/A N/A
19/11/1996,#N/A N/A,674.05,228.59,#N/A N/A,#N/A N/A,313.23,#N/A N/A
20/11/1996,#N/A N/A,675.95,229.01,#N/A N/A,#N/A N/A,313.99,#N/A N/A
21/11/1996,#N/A N/A,675.19,228.26,#N/A N/A,#N/A N/A,313.73,#N/A N/A
22/11/1996,#N/A N/A,680.42,229.72,#N/A N/A,#N/A N/A,316.56,#N/A N/A
25/11/1996,#N/A N/A,685.54,232.89,#N/A N/A,#N/A N/A,319.43,#N/A N/A
26/11/1996,#N/A N/A,684.47,232.1,#N/A N/A,#N/A N/A,319.64,#N/A N/A
27/11/1996,#N/A N/A,684.79,232.32,#N/A N/A,#N/A N/A,320.11,#N/A N/A
28/11/1996,#N/A N/A,684.79,232.32,#N/A N/A,#N/A N/A,320.11,#N/A N/A
29/11/1996,#N/A N/A,686.1,233.05,#N/A N/A,#N/A N/A,320.51,#N/A N/A
02/12/1996,#N/A N/A,686.19,232.11,#N/A N/A,#N/A N/A,320.76,#N/A N/A
03/12/1996,#N/A N/A,681.68,228.69,#N/A N/A,#N/A N/A,317.32,#N/A N/A
04/12/1996,#N/A N/A,679.88,226.91,#N/A N/A,#N/A N/A,315.95,#N/A N/A
05/12/1996,#N/A N/A,680.51,225.56,#N/A N/A,#N/A N/A,315.49,#N/A N/A
06/12/1996,#N/A N/A,675.23,224.64,#N/A N/A,#N/A N/A,313.01,#N/A N/A
09/12/1996,#N/A N/A,682.71,228.69,#N/A N/A,#N/A N/A,320.12,#N/A N/A
10/12/1996,#N/A N/A,681.76,227.94,#N/A N/A,#N/A N/A,318.8,#N/A N/A
11/12/1996,#N/A N/A,674.05,226.17,#N/A N/A,#N/A N/A,317.67,#N/A N/A
12/12/1996,#N/A N/A,666.09,221.83,#N/A N/A,#N/A N/A,312.05,#N/A N/A
13/12/1996,#N/A N/A,665.54,221.57,#N/A N/A,#N/A N/A,310.96,#N/A N/A
16/12/1996,#N/A N/A,659.9,219.05,#N/A N/A,#N/A N/A,305.81,#N/A N/A
17/12/1996,#N/A N/A,662.7,221.69,#N/A N/A,#N/A N/A,307.73,#N/A N/A
18/12/1996,#N/A N/A,666.25,223.51,#N/A N/A,#N/A N/A,311.52,#N/A N/A
19/12/1996,#N/A N/A,674.98,229.62,#N/A N/A,#N/A N/A,317.97,#N/A N/A
20/12/1996,#N/A N/A,678.91,231.31,#N/A N/A,#N/A N/A,318.88,#N/A N/A
23/12/1996,#N/A N/A,676.73,230.22,#N/A N/A,#N/A N/A,318.3,#N/A N/A
24/12/1996,#N/A N/A,679.39,231.52,#N/A N/A,#N/A N/A,320.59,#N/A N/A
25/12/1996,#N/A N/A,679.39,231.52,#N/A N/A,#N/A N/A,320.59,#N/A N/A
26/12/1996,#N/A N/A,683.49,232.86,#N/A N/A,#N/A N/A,322.56,#N/A N/A
27/12/1996,#N/A N/A,685.05,232.4,#N/A N/A,#N/A N/A,322.09,#N/A N/A
30/12/1996,#N/A N/A,684.48,231.64,#N/A N/A,#N/A N/A,320.52,#N/A N/A
31/12/1996,#N/A N/A,676.56,227.17,#N/A N/A,#N/A N/A,315.42,#N/A N/A
01/01/1997,#N/A N/A,676.56,227.17,#N/A N/A,#N/A N/A,315.42,#N/A N/A
02/01/1997,#N/A N/A,672.08,225.66,#N/A N/A,#N/A N/A,314.31,#N/A N/A
03/01/1997,#N/A N/A,680.66,230.43,#N/A N/A,#N/A N/A,320.47,#N/A N/A
06/01/1997,#N/A N/A,679.42,230.39,#N/A N/A,#N/A N/A,320.88,#N/A N/A
07/01/1997,#N/A N/A,684.02,232.31,#N/A N/A,#N/A N/A,323.68,#N/A N/A
08/01/1997,#N/A N/A,682.23,230.86,#N/A N/A,#N/A N/A,321.34,#N/A N/A
09/01/1997,#N/A N/A,687.75,232.77,#N/A N/A,#N/A N/A,323.3,#N/A N/A
10/01/1997,#N/A N/A,691.02,233.99,#N/A N/A,#N/A N/A,326.25,#N/A N/A
13/01/1997,#N/A N/A,691.43,234.44,#N/A N/A,#N/A N/A,325.78,#N/A N/A
14/01/1997,#N/A N/A,697.83,238.7,#N/A N/A,#N/A N/A,330.04,#N/A N/A
15/01/1997,#N/A N/A,696.79,237.51,#N/A N/A,#N/A N/A,328.73,#N/A N/A
16/01/1997,#N/A N/A,698.77,238.86,#N/A N/A,#N/A N/A,330.82,#N/A N/A
17/01/1997,#N/A N/A,703.33,241.25,#N/A N/A,#N/A N/A,333.97,#N/A N/A
20/01/1997,#N/A N/A,703.09,242.35,#N/A N/A,#N/A N/A,335.19,#N/A N/A
21/01/1997,#N/A N/A,705.7,244.24,#N/A N/A,#N/A N/A,338.29,#N/A N/A
22/01/1997,#N/A N/A,707.25,246.34,#N/A N/A,#N/A N/A,340.57,#N/A N/A
23/01/1997,#N/A N/A,703.02,242.27,#N/A N/A,#N/A N/A,335.39,#N/A N/A
24/01/1997,#N/A N/A,698.1,239.63,#N/A N/A,#N/A N/A,332.07,#N/A N/A
27/01/1997,#N/A N/A,694.35,237.4,#N/A N/A,#N/A N/A,329.9,#N/A N/A
28/01/1997,#N/A N/A,693.41,238.57,#N/A N/A,#N/A N/A,330.35,#N/A N/A
29/01/1997,#N/A N/A,697.02,241.99,#N/A N/A,#N/A N/A,333.96,#N/A N/A
30/01/1997,#N/A N/A,703.67,246.61,#N/A N/A,#N/A N/A,340.36,#N/A N/A
31/01/1997,#N/A N/A,705.68,247.95,#N/A N/A,#N/A N/A,342.63,#N/A N/A
03/02/1997,#N/A N/A,706.24,248.68,#N/A N/A,#N/A N/A,342.29,#N/A N/A
04/02/1997,#N/A N/A,708.21,249.94,#N/A N/A,#N/A N/A,343.81,#N/A N/A
05/02/1997,#N/A N/A,700.96,245.56,#N/A N/A,#N/A N/A,336.66,#N/A N/A
06/02/1997,#N/A N/A,702.2,246.26,#N/A N/A,#N/A N/A,337.68,#N/A N/A
07/02/1997,#N/A N/A,709.3,250.33,#N/A N/A,#N/A N/A,342.06,#N/A N/A
10/02/1997,#N/A N/A,707.72,247.92,#N/A N/A,#N/A N/A,338.83,#N/A N/A
11/02/1997,#N/A N/A,710.13,249.8,#N/A N/A,#N/A N/A,340.98,#N/A N/A
12/02/1997,#N/A N/A,719.42,254.7,#N/A N/A,#N/A N/A,347.4,#N/A N/A
13/02/1997,#N/A N/A,725.12,258.4,#N/A N/A,#N/A N/A,350.78,#N/A N/A
14/02/1997,#N/A N/A,724.04,256.79,#N/A N/A,#N/A N/A,348.88,#N/A N/A
17/02/1997,#N/A N/A,724.04,256.79,#N/A N/A,#N/A N/A,348.88,#N/A N/A
18/02/1997,#N/A N/A,729.05,259.78,#N/A N/A,#N/A N/A,352.56,#N/A N/A
19/02/1997,#N/A N/A,725.95,258.32,#N/A N/A,#N/A N/A,351.82,#N/A N/A
20/02/1997,#N/A N/A,719.92,254.14,#N/A N/A,#N/A N/A,346.93,#N/A N/A
21/02/1997,#N/A N/A,719.08,252.59,#N/A N/A,#N/A N/A,345.09,#N/A N/A
24/02/1997,#N/A N/A,724.43,256.79,#N/A N/A,#N/A N/A,350.96,#N/A N/A
25/02/1997,#N/A N/A,725.42,257.64,#N/A N/A,#N/A N/A,351.73,#N/A N/A
26/02/1997,#N/A N/A,721.07,255.32,#N/A N/A,#N/A N/A,349.83,#N/A N/A
27/02/1997,#N/A N/A,714.76,250.8,#N/A N/A,#N/A N/A,344.03,#N/A N/A
28/02/1997,#N/A N/A,712,248.64,#N/A N/A,#N/A N/A,342.63,#N/A N/A
03/03/1997,#N/A N/A,713.93,251.51,#N/A N/A,#N/A N/A,344.96,#N/A N/A
04/03/1997,#N/A N/A,713.18,249.36,#N/A N/A,#N/A N/A,342.06,#N/A N/A
05/03/1997,#N/A N/A,721.17,254.33,#N/A N/A,#N/A N/A,347.68,#N/A N/A
06/03/1997,#N/A N/A,719.88,252.44,#N/A N/A,#N/A N/A,344.62,#N/A N/A
07/03/1997,#N/A N/A,725.57,254.83,#N/A N/A,#N/A N/A,345.83,#N/A N/A
10/03/1997,#N/A N/A,730.46,258.32,#N/A N/A,#N/A N/A,350.19,#N/A N/A
11/03/1997,#N/A N/A,729.5,257.13,#N/A N/A,#N/A N/A,349.08,#N/A N/A
12/03/1997,#N/A N/A,725.44,254.27,#N/A N/A,#N/A N/A,345.98,#N/A N/A
13/03/1997,#N/A N/A,715.03,249.02,#N/A N/A,#N/A N/A,340.66,#N/A N/A
14/03/1997,#N/A N/A,719.26,249.22,#N/A N/A,#N/A N/A,340.83,#N/A N/A
17/03/1997,#N/A N/A,719.66,251,#N/A N/A,#N/A N/A,342.53,#N/A N/A
18/03/1997,#N/A N/A,715.34,248.47,#N/A N/A,#N/A N/A,340.78,#N/A N/A
19/03/1997,#N/A N/A,711.64,247.55,#N/A N/A,#N/A N/A,338.16,#N/A N/A
20/03/1997,#N/A N/A,710.26,245.95,#N/A N/A,#N/A N/A,336.05,#N/A N/A
21/03/1997,#N/A N/A,711.9,246.26,#N/A N/A,#N/A N/A,334.83,#N/A N/A
24/03/1997,#N/A N/A,715.29,248.54,#N/A N/A,#N/A N/A,336.11,#N/A N/A
25/03/1997,#N/A N/A,712.91,248.08,#N/A N/A,#N/A N/A,336.62,#N/A N/A
26/03/1997,#N/A N/A,712.92,248.21,#N/A N/A,#N/A N/A,339.58,#N/A N/A
27/03/1997,#N/A N/A,699.85,242.41,#N/A N/A,#N/A N/A,333.11,#N/A N/A
28/03/1997,#N/A N/A,699.85,242.41,#N/A N/A,#N/A N/A,333.11,#N/A N/A
31/03/1997,#N/A N/A,686.44,235.09,#N/A N/A,#N/A N/A,324.8,#N/A N/A
01/04/1997,#N/A N/A,686.46,237.76,#N/A N/A,#N/A N/A,326.72,#N/A N/A
02/04/1997,#N/A N/A,680.24,234.37,#N/A N/A,#N/A N/A,323.19,#N/A N/A
03/04/1997,#N/A N/A,678.68,235.47,#N/A N/A,#N/A N/A,323.69,#N/A N/A
04/04/1997,#N/A N/A,684.19,238.58,#N/A N/A,#N/A N/A,328.19,#N/A N/A
07/04/1997,#N/A N/A,689.4,239.6,#N/A N/A,#N/A N/A,330.2,#N/A N/A
08/04/1997,#N/A N/A,691.8,241.79,#N/A N/A,#N/A N/A,331.59,#N/A N/A
09/04/1997,#N/A N/A,688.26,239.1,#N/A N/A,#N/A N/A,328.01,#N/A N/A
10/04/1997,#N/A N/A,687,238.01,#N/A N/A,#N/A N/A,326.81,#N/A N/A
11/04/1997,#N/A N/A,671.14,230.78,#N/A N/A,#N/A N/A,318.66,#N/A N/A
14/04/1997,#N/A N/A,672.86,234.1,#N/A N/A,#N/A N/A,322.33,#N/A N/A
15/04/1997,#N/A N/A,681.23,237.62,#N/A N/A,#N/A N/A,326.73,#N/A N/A
16/04/1997,#N/A N/A,687.21,240.44,#N/A N/A,#N/A N/A,332.46,#N/A N/A
17/04/1997,#N/A N/A,686.72,240.42,#N/A N/A,#N/A N/A,331.3,#N/A N/A
18/04/1997,#N/A N/A,688.75,241.69,#N/A N/A,#N/A N/A,335.06,#N/A N/A
21/04/1997,#N/A N/A,682.48,240.51,#N/A N/A,#N/A N/A,333.06,#N/A N/A
22/04/1997,#N/A N/A,689.74,246.65,#N/A N/A,#N/A N/A,340.22,#N/A N/A
23/04/1997,#N/A N/A,690.34,246.69,#N/A N/A,#N/A N/A,340.44,#N/A N/A
24/04/1997,#N/A N/A,688.51,246.81,#N/A N/A,#N/A N/A,340.29,#N/A N/A
25/04/1997,#N/A N/A,682.68,245.06,#N/A N/A,#N/A N/A,335.88,#N/A N/A
28/04/1997,#N/A N/A,688.14,248.1,#N/A N/A,#N/A N/A,340.09,#N/A N/A
29/04/1997,#N/A N/A,703.2,256.16,#N/A N/A,#N/A N/A,349.52,#N/A N/A
30/04/1997,#N/A N/A,709.51,258.63,#N/A N/A,#N/A N/A,353.21,#N/A N/A
01/05/1997,#N/A N/A,709.64,257.24,#N/A N/A,#N/A N/A,351.57,#N/A N/A
02/05/1997,#N/A N/A,721.79,262.36,#N/A N/A,#N/A N/A,357.74,#N/A N/A
05/05/1997,#N/A N/A,735.6,267.2,#N/A N/A,#N/A N/A,365.26,#N/A N/A
06/05/1997,#N/A N/A,735.46,267.03,#N/A N/A,#N/A N/A,363.81,#N/A N/A
07/05/1997,#N/A N/A,727.51,262.13,#N/A N/A,#N/A N/A,358.85,#N/A N/A
08/05/1997,#N/A N/A,731.85,263.49,#N/A N/A,#N/A N/A,360.77,#N/A N/A
09/05/1997,#N/A N/A,734.84,265.72,#N/A N/A,#N/A N/A,363.27,#N/A N/A
12/05/1997,#N/A N/A,743.27,270.12,#N/A N/A,#N/A N/A,368.84,#N/A N/A
13/05/1997,#N/A N/A,739.79,268.58,#N/A N/A,#N/A N/A,367.34,#N/A N/A
14/05/1997,#N/A N/A,742.12,270.1,#N/A N/A,#N/A N/A,368.23,#N/A N/A
15/05/1997,#N/A N/A,745.57,272.21,#N/A N/A,#N/A N/A,371.83,#N/A N/A
16/05/1997,#N/A N/A,739.74,267.32,#N/A N/A,#N/A N/A,366.02,#N/A N/A
19/05/1997,#N/A N/A,742.2,267.85,#N/A N/A,#N/A N/A,367.89,#N/A N/A
20/05/1997,#N/A N/A,746.27,271.99,#N/A N/A,#N/A N/A,371.16,#N/A N/A
21/05/1997,#N/A N/A,744.78,270.49,#N/A N/A,#N/A N/A,371.24,#N/A N/A
22/05/1997,#N/A N/A,744.35,269.59,#N/A N/A,#N/A N/A,369.28,#N/A N/A
23/05/1997,#N/A N/A,752.47,273.26,#N/A N/A,#N/A N/A,374.82,#N/A N/A
26/05/1997,#N/A N/A,752.47,273.26,#N/A N/A,#N/A N/A,374.82,#N/A N/A
27/05/1997,#N/A N/A,753.5,273.92,#N/A N/A,#N/A N/A,378.09,#N/A N/A
28/05/1997,#N/A N/A,753.07,272.69,#N/A N/A,#N/A N/A,375.96,#N/A N/A
29/05/1997,#N/A N/A,753.52,270.79,#N/A N/A,#N/A N/A,373.5,#N/A N/A
30/05/1997,#N/A N/A,757.71,271.88,#N/A N/A,#N/A N/A,373.23,#N/A N/A
02/06/1997,#N/A N/A,757.24,270.28,#N/A N/A,#N/A N/A,372.32,#N/A N/A
03/06/1997,#N/A N/A,757.39,269.83,#N/A N/A,#N/A N/A,369.85,#N/A N/A
04/06/1997,#N/A N/A,754.76,268.25,#N/A N/A,#N/A N/A,366.97,#N/A N/A
05/06/1997,#N/A N/A,757.84,269.65,#N/A N/A,#N/A N/A,368.72,#N/A N/A
06/06/1997,#N/A N/A,766.58,275.74,#N/A N/A,#N/A N/A,376.15,#N/A N/A
09/06/1997,#N/A N/A,769.02,278.03,#N/A N/A,#N/A N/A,379.19,#N/A N/A
10/06/1997,#N/A N/A,771.45,278.16,#N/A N/A,#N/A N/A,378.01,#N/A N/A
11/06/1997,#N/A N/A,774.96,280.63,#N/A N/A,#N/A N/A,380.66,#N/A N/A
12/06/1997,#N/A N/A,786.09,285.64,#N/A N/A,#N/A N/A,386.88,#N/A N/A
13/06/1997,#N/A N/A,792.06,289.39,#N/A N/A,#N/A N/A,392.23,#N/A N/A
16/06/1997,#N/A N/A,792.01,289.37,#N/A N/A,#N/A N/A,392.64,#N/A N/A
17/06/1997,#N/A N/A,792.76,289.58,#N/A N/A,#N/A N/A,393.64,#N/A N/A
18/06/1997,#N/A N/A,790.4,287.39,#N/A N/A,#N/A N/A,388.59,#N/A N/A
19/06/1997,#N/A N/A,796.5,291.56,#N/A N/A,#N/A N/A,393.74,#N/A N/A
20/06/1997,#N/A N/A,795.95,292.03,#N/A N/A,#N/A N/A,394.14,#N/A N/A
23/06/1997,#N/A N/A,781.55,284.67,#N/A N/A,#N/A N/A,385.44,#N/A N/A
24/06/1997,#N/A N/A,791.69,292.01,#N/A N/A,#N/A N/A,396.13,#N/A N/A
25/06/1997,#N/A N/A,787.88,289.21,#N/A N/A,#N/A N/A,392.01,#N/A N/A
26/06/1997,#N/A N/A,784.66,287.11,#N/A N/A,#N/A N/A,389.79,#N/A N/A
27/06/1997,#N/A N/A,788.28,288.55,#N/A N/A,#N/A N/A,391.11,#N/A N/A
30/06/1997,#N/A N/A,785.59,286.85,#N/A N/A,#N/A N/A,390.32,#N/A N/A
01/07/1997,#N/A N/A,792.4,289.03,#N/A N/A,#N/A N/A,391.34,#N/A N/A
02/07/1997,#N/A N/A,802.12,293.67,#N/A N/A,#N/A N/A,397.59,#N/A N/A
03/07/1997,#N/A N/A,810.05,298.82,#N/A N/A,#N/A N/A,403.61,#N/A N/A
04/07/1997,#N/A N/A,810.05,298.82,#N/A N/A,#N/A N/A,403.61,#N/A N/A
07/07/1997,#N/A N/A,806.72,296.52,#N/A N/A,#N/A N/A,401.11,#N/A N/A
08/07/1997,#N/A N/A,812.35,299.02,#N/A N/A,#N/A N/A,404.34,#N/A N/A
09/07/1997,#N/A N/A,805.5,295.46,#N/A N/A,#N/A N/A,399.66,#N/A N/A
10/07/1997,#N/A N/A,811.11,296.92,#N/A N/A,#N/A N/A,401.32,#N/A N/A
11/07/1997,#N/A N/A,815.56,298.4,#N/A N/A,#N/A N/A,403.34,#N/A N/A
14/07/1997,#N/A N/A,815.81,299.17,#N/A N/A,#N/A N/A,405.51,#N/A N/A
15/07/1997,#N/A N/A,820.92,301.96,#N/A N/A,#N/A N/A,409.62,#N/A N/A
16/07/1997,#N/A N/A,829.95,307.18,#N/A N/A,#N/A N/A,414.67,#N/A N/A
17/07/1997,#N/A N/A,826.66,306.26,#N/A N/A,#N/A N/A,413.56,#N/A N/A
18/07/1997,#N/A N/A,816.66,300.01,#N/A N/A,#N/A N/A,406.78,#N/A N/A
21/07/1997,#N/A N/A,812.73,298.92,#N/A N/A,#N/A N/A,405.05,#N/A N/A
22/07/1997,#N/A N/A,826.91,306.21,#N/A N/A,#N/A N/A,415.02,#N/A N/A
23/07/1997,#N/A N/A,829.42,306.89,#N/A N/A,#N/A N/A,415.11,#N/A N/A
24/07/1997,#N/A N/A,831.46,308.23,#N/A N/A,#N/A N/A,415.41,#N/A N/A
25/07/1997,#N/A N/A,830.32,307.12,#N/A N/A,#N/A N/A,414.77,#N/A N/A
28/07/1997,#N/A N/A,830.22,304.73,#N/A N/A,#N/A N/A,411.98,#N/A N/A
29/07/1997,#N/A N/A,836.02,306.71,#N/A N/A,#N/A N/A,413.4,#N/A N/A
30/07/1997,#N/A N/A,845.44,310.3,#N/A N/A,#N/A N/A,417.88,#N/A N/A
31/07/1997,#N/A N/A,848.28,311.2,#N/A N/A,#N/A N/A,418.58,#N/A N/A
01/08/1997,#N/A N/A,843.23,308.68,#N/A N/A,#N/A N/A,415.56,#N/A N/A
04/08/1997,#N/A N/A,845.24,309.26,#N/A N/A,#N/A N/A,417.83,#N/A N/A
05/08/1997,#N/A N/A,848.09,309.92,#N/A N/A,#N/A N/A,419.89,#N/A N/A
06/08/1997,#N/A N/A,856.06,311.93,#N/A N/A,#N/A N/A,421.47,#N/A N/A
07/08/1997,#N/A N/A,850.91,308.18,#N/A N/A,#N/A N/A,417.57,#N/A N/A
08/08/1997,#N/A N/A,835.6,301.37,#N/A N/A,#N/A N/A,408.83,#N/A N/A
11/08/1997,#N/A N/A,839.83,301.11,#N/A N/A,#N/A N/A,407,#N/A N/A
12/08/1997,#N/A N/A,833.46,296.93,#N/A N/A,#N/A N/A,402.41,#N/A N/A
13/08/1997,#N/A N/A,831.73,295.89,#N/A N/A,#N/A N/A,400.83,#N/A N/A
14/08/1997,#N/A N/A,833.91,297.97,#N/A N/A,#N/A N/A,403.87,#N/A N/A
15/08/1997,#N/A N/A,818.96,288.97,#N/A N/A,#N/A N/A,392.49,#N/A N/A
18/08/1997,#N/A N/A,822.9,293.92,#N/A N/A,#N/A N/A,397.88,#N/A N/A
19/08/1997,#N/A N/A,833.61,299.18,#N/A N/A,#N/A N/A,404.03,#N/A N/A
20/08/1997,#N/A N/A,842.99,304.15,#N/A N/A,#N/A N/A,410.64,#N/A N/A
21/08/1997,#N/A N/A,832.69,298.56,#N/A N/A,#N/A N/A,404.58,#N/A N/A
22/08/1997,#N/A N/A,831.04,297.25,#N/A N/A,#N/A N/A,403.15,#N/A N/A
25/08/1997,#N/A N/A,832.02,294.94,#N/A N/A,#N/A N/A,400.68,#N/A N/A
